korean,latin,transcription
멫,mech,met͡ɕʰ
멬,mek,mekʰ
멭,met,metʰ
멮,mep,mepʰ
멯,meh,meh
며,myeo,mjʌ
멱,myeog,mjʌk
멲,myeogg,mjʌk͈
멳,myeogs,mjʌks
면,myeon,mjʌn
멵,myeonj,mjʌnɟ
멶,myeonh,mjʌnh
멷,myeod,mjʌt
멸,myeol,mjʌɾ
멹,myeolg,mjʌlg
멺,myeolm,mjʌlm
멻,myeolb,mjʌlb
멼,myeols,mjʌls
멽,myeolt,mjʌltʰ
멾,myeolp,mjʌlpʰ
멿,myeolh,mjʌlh
몀,myeom,mjʌm
몁,myeob,mjʌp
몂,myeobs,mjʌps
몃,myeos,mjʌs
몄,myeoss,mjʌs͈
명,myeong,mjʌŋ
몆,myeoj,mjʌt͡ɕ
몇,myeoch,mjʌt͡ɕʰ
몈,myeok,mjʌkʰ
몉,myeot,mjʌtʰ
몊,myeop,mjʌpʰ
몋,myeoh,mjʌh
몌,mye,mje
몍,myeg,mjek
몎,myegg,mjek͈
몏,myegs,mjeks
몐,myen,mjen
몑,myenj,mjenɟ
몒,myenh,mjenh
몓,myed,mjet
몔,myel,mjeɾ
몕,myelg,mjelg
몖,myelm,mjelm
몗,myelb,mjelb
몘,myels,mjels
몙,myelt,mjeltʰ
몚,myelp,mjelpʰ
몛,myelh,mjelh
몜,myem,mjem
몝,myeb,mjep
몞,myebs,mjeps
몟,myes,mjes
몠,myess,mjes͈
몡,myeng,mjeŋ
몢,myej,mjet͡ɕ
몣,myech,mjet͡ɕʰ
몤,myek,mjekʰ
몥,myet,mjetʰ
몦,myep,mjepʰ
몧,myeh,mjeh
모,mo,mo
목,mog,mok
몪,mogg,mok͈
몫,mogs,moks
몬,mon,mon
몭,monj,monɟ
몮,monh,monh
몯,mod,mot
몰,mol,moɾ
몱,molg,molg
몲,molm,molm
몳,molb,molb
몴,mols,mols
몵,molt,moltʰ
몶,molp,molpʰ
몷,molh,molh
몸,mom,mom
몹,mob,mop
몺,mobs,mops
못,mos,mos
몼,moss,mos͈
몽,mong,moŋ
몾,moj,mot͡ɕ
몿,moch,mot͡ɕʰ
뫀,mok,mokʰ
뫁,mot,motʰ
뫂,mop,mopʰ
뫃,moh,moh
뫄,mwa,mwɐ
뫅,mwag,mwɐk
뫆,mwagg,mwɐk͈
뫇,mwags,mwɐks
뫈,mwan,mwɐn
뫉,mwanj,mwɐnɟ
뫊,mwanh,mwɐnh
뫋,mwad,mwɐt
뫌,mwal,mwɐɾ
뫍,mwalg,mwɐlg
뫎,mwalm,mwɐlm
뫏,mwalb,mwɐlb
뫐,mwals,mwɐls
뫑,mwalt,mwɐltʰ
뫒,mwalp,mwɐlpʰ
뫓,mwalh,mwɐlh
뫔,mwam,mwɐm
뫕,mwab,mwɐp
뫖,mwabs,mwɐps
뫗,mwas,mwɐs
뫘,mwass,mwɐs͈
뫙,mwang,mwɐŋ
뫚,mwaj,mwɐt͡ɕ
뫛,mwach,mwɐt͡ɕʰ
뫜,mwak,mwɐkʰ
뫝,mwat,mwɐtʰ
뫞,mwap,mwɐpʰ
뫟,mwah,mwɐh
뫠,mwae,mwɛ
뫡,mwaeg,mwɛk
뫢,mwaegg,mwɛk͈
뫣,mwaegs,mwɛks
뫤,mwaen,mwɛn
뫥,mwaenj,mwɛnɟ
뫦,mwaenh,mwɛnh
뫧,mwaed,mwɛt
뫨,mwael,mwɛɾ
뫩,mwaelg,mwɛlg
뫪,mwaelm,mwɛlm
뫫,mwaelb,mwɛlb
뫬,mwaels,mwɛls
뫭,mwaelt,mwɛltʰ
뫮,mwaelp,mwɛlpʰ
뫯,mwaelh,mwɛlh
뫰,mwaem,mwɛm
뫱,mwaeb,mwɛp
뫲,mwaebs,mwɛps
뫳,mwaes,mwɛs
뫴,mwaess,mwɛs͈
뫵,mwaeng,mwɛŋ
뫶,mwaej,mwɛt͡ɕ
뫷,mwaech,mwɛt͡ɕʰ
뫸,mwaek,mwɛkʰ
뫹,mwaet,mwɛtʰ
뫺,mwaep,mwɛpʰ
뫻,mwaeh,mwɛh
뫼,moe,mwe
뫽,moeg,mwek
뫾,moegg,mwek͈
뫿,moegs,mweks
묀,moen,mwen
묁,moenj,mwenɟ
묂,moenh,mwenh
묃,moed,mwet
묄,moel,mweɾ
묅,moelg,mwelg
묆,moelm,mwelm
묇,moelb,mwelb
묈,moels,mwels
묉,moelt,mweltʰ
묊,moelp,mwelpʰ
묋,moelh,mwelh
묌,moem,mwem
묍,moeb,mwep
묎,moebs,mweps
묏,moes,mwes
묐,moess,mwes͈
묑,moeng,mweŋ
묒,moej,mwet͡ɕ
묓,moech,mwet͡ɕʰ
묔,moek,mwekʰ
묕,moet,mwetʰ
묖,moep,mwepʰ
묗,moeh,mweh
묘,myo,mjo
묙,myog,mjok
묚,myogg,mjok͈
묛,myogs,mjoks
묜,myon,mjon
묝,myonj,mjonɟ
묞,myonh,mjonh
묟,myod,mjot
묠,myol,mjoɾ
묡,myolg,mjolg
묢,myolm,mjolm
묣,myolb,mjolb
묤,myols,mjols
묥,myolt,mjoltʰ
묦,myolp,mjolpʰ
묧,myolh,mjolh
묨,myom,mjom
묩,myob,mjop
묪,myobs,mjops
묫,myos,mjos
묬,myoss,mjos͈
묭,myong,mjoŋ
묮,myoj,mjot͡ɕ
묯,myoch,mjot͡ɕʰ
묰,myok,mjokʰ
묱,myot,mjotʰ
묲,myop,mjopʰ
묳,myoh,mjoh
무,mu,mu
묵,mug,muk
묶,mugg,muk͈
묷,mugs,muks
문,mun,mun
묹,munj,munɟ
묺,munh,munh
묻,mud,mut
물,mul,muɾ
묽,mulg,mulg
묾,mulm,mulm
묿,mulb,mulb
뭀,muls,muls
뭁,mult,multʰ
뭂,mulp,mulpʰ
뭃,mulh,mulh
뭄,mum,mum
뭅,mub,mup
뭆,mubs,mups
뭇,mus,mus
뭈,muss,mus͈
뭉,mung,muŋ
뭊,muj,mut͡ɕ
뭋,much,mut͡ɕʰ
뭌,muk,mukʰ
뭍,mut,mutʰ
뭎,mup,mupʰ
뭏,muh,muh
뭐,mweo,mwʌ
뭑,mweog,mwʌk
뭒,mweogg,mwʌk͈
뭓,mweogs,mwʌks
뭔,mweon,mwʌn
뭕,mweonj,mwʌnɟ
뭖,mweonh,mwʌnh
뭗,mweod,mwʌt
뭘,mweol,mwʌɾ
뭙,mweolg,mwʌlg
뭚,mweolm,mwʌlm
뭛,mweolb,mwʌlb
뭜,mweols,mwʌls
뭝,mweolt,mwʌltʰ
뭞,mweolp,mwʌlpʰ
뭟,mweolh,mwʌlh
뭠,mweom,mwʌm
뭡,mweob,mwʌp
뭢,mweobs,mwʌps
뭣,mweos,mwʌs
뭤,mweoss,mwʌs͈
뭥,mweong,mwʌŋ
뭦,mweoj,mwʌt͡ɕ
뭧,mweoch,mwʌt͡ɕʰ
뭨,mweok,mwʌkʰ
뭩,mweot,mwʌtʰ
뭪,mweop,mwʌpʰ
뭫,mweoh,mwʌh
뭬,mwe,mwe
뭭,mweg,mwek
뭮,mwegg,mwek͈
뭯,mwegs,mweks
뭰,mwen,mwen
뭱,mwenj,mwenɟ
뭲,mwenh,mwenh
뭳,mwed,mwet
뭴,mwel,mweɾ
뭵,mwelg,mwelg
뭶,mwelm,mwelm
뭷,mwelb,mwelb
뭸,mwels,mwels
뭹,mwelt,mweltʰ
뭺,mwelp,mwelpʰ
뭻,mwelh,mwelh
뭼,mwem,mwem
뭽,mweb,mwep
뭾,mwebs,mweps
뭿,mwes,mwes
뮀,mwess,mwes͈
뮁,mweng,mweŋ
뮂,mwej,mwet͡ɕ
뮃,mwech,mwet͡ɕʰ
뮄,mwek,mwekʰ
뮅,mwet,mwetʰ
뮆,mwep,mwepʰ
뮇,mweh,mweh
뮈,mwi,mwi
뮉,mwig,mwik
뮊,mwigg,mwik͈
뮋,mwigs,mwiks
뮌,mwin,mwin
뮍,mwinj,mwinɟ
뮎,mwinh,mwinh
뮏,mwid,mwit
뮐,mwil,mwiɾ
뮑,mwilg,mwilg
뮒,mwilm,mwilm
뮓,mwilb,mwilb
뮔,mwils,mwils
뮕,mwilt,mwiltʰ
뮖,mwilp,mwilpʰ
뮗,mwilh,mwilh
뮘,mwim,mwim
뮙,mwib,mwip
뮚,mwibs,mwips
뮛,mwis,mwis
뮜,mwiss,mwis͈
뮝,mwing,mwiŋ
뮞,mwij,mwit͡ɕ
뮟,mwich,mwit͡ɕʰ
뮠,mwik,mwikʰ
뮡,mwit,mwitʰ
뮢,mwip,mwipʰ
뮣,mwih,mwih
뮤,myu,mju
뮥,myug,mjuk
뮦,myugg,mjuk͈
뮧,myugs,mjuks
뮨,myun,mjun
뮩,myunj,mjunɟ
뮪,myunh,mjunh
뮫,myud,mjut
뮬,myul,mjuɾ
뮭,myulg,mjulg
뮮,myulm,mjulm
뮯,myulb,mjulb
뮰,myuls,mjuls
뮱,myult,mjultʰ
뮲,myulp,mjulpʰ
뮳,myulh,mjulh
뮴,myum,mjum
뮵,myub,mjup
뮶,myubs,mjups
뮷,myus,mjus
뮸,myuss,mjus͈
뮹,myung,mjuŋ
뮺,myuj,mjut͡ɕ
뮻,myuch,mjut͡ɕʰ
뮼,myuk,mjukʰ
뮽,myut,mjutʰ
뮾,myup,mjupʰ
뮿,myuh,mjuh
므,meu,mɨ
믁,meug,mɨk
믂,meugg,mɨk͈
믃,meugs,mɨks
믄,meun,mɨn
믅,meunj,mɨnɟ
믆,meunh,mɨnh
믇,meud,mɨt
믈,meul,mɨɾ
믉,meulg,mɨlg
믊,meulm,mɨlm
믋,meulb,mɨlb
믌,meuls,mɨls
믍,meult,mɨltʰ
믎,meulp,mɨlpʰ
믏,meulh,mɨlh
믐,meum,mɨm
믑,meub,mɨp
믒,meubs,mɨps
믓,meus,mɨs
믔,meuss,mɨs͈
믕,meung,mɨŋ
믖,meuj,mɨt͡ɕ
믗,meuch,mɨt͡ɕʰ
믘,meuk,mɨkʰ
믙,meut,mɨtʰ
믚,meup,mɨpʰ
믛,meuh,mɨh
믜,myi,mы
믝,myig,mыk
믞,myigg,mыk͈
믟,myigs,mыks
믠,myin,mыn
믡,myinj,mыnɟ
믢,myinh,mыnh
믣,myid,mыt
믤,myil,mыɾ
믥,myilg,mыlg
믦,myilm,mыlm
믧,myilb,mыlb
믨,myils,mыls
믩,myilt,mыltʰ
믪,myilp,mыlpʰ
믫,myilh,mыlh
믬,myim,mыm
믭,myib,mыp
믮,myibs,mыps
믯,myis,mыs
믰,myiss,mыs͈
믱,mying,mыŋ
믲,myij,mыt͡ɕ
믳,myich,mыt͡ɕʰ
믴,myik,mыkʰ
믵,myit,mыtʰ
믶,myip,mыpʰ
믷,myih,mыh
미,mi,mi
믹,mig,mik
믺,migg,mik͈
믻,migs,miks
민,min,min
믽,minj,minɟ
믾,minh,minh
믿,mid,mit
밀,mil,miɾ
밁,milg,milg
밂,milm,milm
밃,milb,milb
밄,mils,mils
밅,milt,miltʰ
밆,milp,milpʰ
밇,milh,milh
밈,mim,mim
밉,mib,mip
밊,mibs,mips
밋,mis,mis
밌,miss,mis͈
밍,ming,miŋ
밎,mij,mit͡ɕ
및,mich,mit͡ɕʰ
밐,mik,mikʰ
밑,mit,mitʰ
밒,mip,mipʰ
밓,mih,mih
바,ba,pɐ
박,bag,pɐk
밖,bagg,pɐk͈
밗,bags,pɐks
반,ban,pɐn
밙,banj,pɐnɟ
밚,banh,pɐnh
받,bad,pɐt
발,bal,pɐɾ
밝,balg,pɐlg
밞,balm,pɐlm
밟,balb,pɐlb
밠,bals,pɐls
밡,balt,pɐltʰ
밢,balp,pɐlpʰ
밣,balh,pɐlh
밤,bam,pɐm
밥,bab,pɐp
밦,babs,pɐps
밧,bas,pɐs
밨,bass,pɐs͈
방,bang,pɐŋ
밪,baj,pɐt͡ɕ
밫,bach,pɐt͡ɕʰ
밬,bak,pɐkʰ
밭,bat,pɐtʰ
밮,bap,pɐpʰ
밯,bah,pɐh
배,bae,pɛ
백,baeg,pɛk
밲,baegg,pɛk͈
밳,baegs,pɛks
밴,baen,pɛn
밵,baenj,pɛnɟ
밶,baenh,pɛnh
밷,baed,pɛt
밸,bael,pɛɾ
밹,baelg,pɛlg
밺,baelm,pɛlm
밻,baelb,pɛlb
밼,baels,pɛls
밽,baelt,pɛltʰ
밾,baelp,pɛlpʰ
밿,baelh,pɛlh
뱀,baem,pɛm
뱁,baeb,pɛp
뱂,baebs,pɛps
뱃,baes,pɛs
뱄,baess,pɛs͈
뱅,baeng,pɛŋ
뱆,baej,pɛt͡ɕ
뱇,baech,pɛt͡ɕʰ
뱈,baek,pɛkʰ
뱉,baet,pɛtʰ
뱊,baep,pɛpʰ
뱋,baeh,pɛh
뱌,bya,pjɐ
뱍,byag,pjɐk
뱎,byagg,pjɐk͈
뱏,byags,pjɐks
뱐,byan,pjɐn
뱑,byanj,pjɐnɟ
뱒,byanh,pjɐnh
뱓,byad,pjɐt
뱔,byal,pjɐɾ
뱕,byalg,pjɐlg
뱖,byalm,pjɐlm
뱗,byalb,pjɐlb
뱘,byals,pjɐls
뱙,byalt,pjɐltʰ
뱚,byalp,pjɐlpʰ
뱛,byalh,pjɐlh
뱜,byam,pjɐm
뱝,byab,pjɐp
뱞,byabs,pjɐps
뱟,byas,pjɐs
뱠,byass,pjɐs͈
뱡,byang,pjɐŋ
뱢,byaj,pjɐt͡ɕ
뱣,byach,pjɐt͡ɕʰ
뱤,byak,pjɐkʰ
뱥,byat,pjɐtʰ
뱦,byap,pjɐpʰ
뱧,byah,pjɐh
뱨,byae,pjɛ
뱩,byaeg,pjɛk
뱪,byaegg,pjɛk͈
뱫,byaegs,pjɛks
뱬,byaen,pjɛn
뱭,byaenj,pjɛnɟ
뱮,byaenh,pjɛnh
뱯,byaed,pjɛt
뱰,byael,pjɛɾ
뱱,byaelg,pjɛlg
뱲,byaelm,pjɛlm
뱳,byaelb,pjɛlb
뱴,byaels,pjɛls
뱵,byaelt,pjɛltʰ
뱶,byaelp,pjɛlpʰ
뱷,byaelh,pjɛlh
뱸,byaem,pjɛm
뱹,byaeb,pjɛp
뱺,byaebs,pjɛps
뱻,byaes,pjɛs
뱼,byaess,pjɛs͈
뱽,byaeng,pjɛŋ
뱾,byaej,pjɛt͡ɕ
뱿,byaech,pjɛt͡ɕʰ
벀,byaek,pjɛkʰ
벁,byaet,pjɛtʰ
벂,byaep,pjɛpʰ
벃,byaeh,pjɛh
버,beo,pʌ
벅,beog,pʌk
벆,beogg,pʌk͈
벇,beogs,pʌks
번,beon,pʌn
벉,beonj,pʌnɟ
벊,beonh,pʌnh
벋,beod,pʌt
벌,beol,pʌɾ
벍,beolg,pʌlg
벎,beolm,pʌlm
벏,beolb,pʌlb
벐,beols,pʌls
벑,beolt,pʌltʰ
벒,beolp,pʌlpʰ
벓,beolh,pʌlh
범,beom,pʌm
법,beob,pʌp
벖,beobs,pʌps
벗,beos,pʌs
벘,beoss,pʌs͈
벙,beong,pʌŋ
벚,beoj,pʌt͡ɕ
벛,beoch,pʌt͡ɕʰ
벜,beok,pʌkʰ
벝,beot,pʌtʰ
벞,beop,pʌpʰ
벟,beoh,pʌh
베,be,pe
벡,beg,pek
벢,begg,pek͈
벣,begs,peks
벤,ben,pen
벥,benj,penɟ
벦,benh,penh
벧,bed,pet
벨,bel,peɾ
벩,belg,pelg
벪,belm,pelm
벫,belb,pelb
벬,bels,pels
벭,belt,peltʰ
벮,belp,pelpʰ
벯,belh,pelh
벰,bem,pem
벱,beb,pep
벲,bebs,peps
벳,bes,pes
벴,bess,pes͈
벵,beng,peŋ
벶,bej,pet͡ɕ
벷,bech,pet͡ɕʰ
벸,bek,pekʰ
벹,bet,petʰ
벺,bep,pepʰ
벻,beh,peh
벼,byeo,pjʌ
벽,byeog,pjʌk
벾,byeogg,pjʌk͈
벿,byeogs,pjʌks
변,byeon,pjʌn
볁,byeonj,pjʌnɟ
볂,byeonh,pjʌnh
볃,byeod,pjʌt
별,byeol,pjʌɾ
볅,byeolg,pjʌlg
볆,byeolm,pjʌlm
볇,byeolb,pjʌlb
볈,byeols,pjʌls
볉,byeolt,pjʌltʰ
볊,byeolp,pjʌlpʰ
볋,byeolh,pjʌlh
볌,byeom,pjʌm
볍,byeob,pjʌp
볎,byeobs,pjʌps
볏,byeos,pjʌs
볐,byeoss,pjʌs͈
병,byeong,pjʌŋ
볒,byeoj,pjʌt͡ɕ
볓,byeoch,pjʌt͡ɕʰ
볔,byeok,pjʌkʰ
볕,byeot,pjʌtʰ
볖,byeop,pjʌpʰ
볗,byeoh,pjʌh
볘,bye,pje
볙,byeg,pjek
볚,byegg,pjek͈
볛,byegs,pjeks
볜,byen,pjen
볝,byenj,pjenɟ
볞,byenh,pjenh
볟,byed,pjet
볠,byel,pjeɾ
볡,byelg,pjelg
볢,byelm,pjelm
볣,byelb,pjelb
볤,byels,pjels
볥,byelt,pjeltʰ
볦,byelp,pjelpʰ
볧,byelh,pjelh
볨,byem,pjem
볩,byeb,pjep
볪,byebs,pjeps
볫,byes,pjes
볬,byess,pjes͈
볭,byeng,pjeŋ
볮,byej,pjet͡ɕ
볯,byech,pjet͡ɕʰ
볰,byek,pjekʰ
볱,byet,pjetʰ
볲,byep,pjepʰ
볳,byeh,pjeh
보,bo,po
복,bog,pok
볶,bogg,pok͈
볷,bogs,poks
본,bon,pon
볹,bonj,ponɟ
볺,bonh,ponh
볻,bod,pot
볼,bol,poɾ
볽,bolg,polg
볾,bolm,polm
볿,bolb,polb
봀,bols,pols
봁,bolt,poltʰ
봂,bolp,polpʰ
봃,bolh,polh
봄,bom,pom
봅,bob,pop
봆,bobs,pops
봇,bos,pos
봈,boss,pos͈
봉,bong,poŋ
봊,boj,pot͡ɕ
봋,boch,pot͡ɕʰ
봌,bok,pokʰ
봍,bot,potʰ
봎,bop,popʰ
봏,boh,poh
봐,bwa,pwɐ
봑,bwag,pwɐk
봒,bwagg,pwɐk͈
봓,bwags,pwɐks
봔,bwan,pwɐn
봕,bwanj,pwɐnɟ
봖,bwanh,pwɐnh
봗,bwad,pwɐt
봘,bwal,pwɐɾ
봙,bwalg,pwɐlg
봚,bwalm,pwɐlm
봛,bwalb,pwɐlb
봜,bwals,pwɐls
봝,bwalt,pwɐltʰ
봞,bwalp,pwɐlpʰ
봟,bwalh,pwɐlh
봠,bwam,pwɐm
봡,bwab,pwɐp
봢,bwabs,pwɐps
봣,bwas,pwɐs
봤,bwass,pwɐs͈
봥,bwang,pwɐŋ
봦,bwaj,pwɐt͡ɕ
봧,bwach,pwɐt͡ɕʰ
봨,bwak,pwɐkʰ
봩,bwat,pwɐtʰ
봪,bwap,pwɐpʰ
봫,bwah,pwɐh
봬,bwae,pwɛ
봭,bwaeg,pwɛk
봮,bwaegg,pwɛk͈
봯,bwaegs,pwɛks
봰,bwaen,pwɛn
봱,bwaenj,pwɛnɟ
봲,bwaenh,pwɛnh
봳,bwaed,pwɛt
봴,bwael,pwɛɾ
봵,bwaelg,pwɛlg
봶,bwaelm,pwɛlm
봷,bwaelb,pwɛlb
봸,bwaels,pwɛls
봹,bwaelt,pwɛltʰ
봺,bwaelp,pwɛlpʰ
봻,bwaelh,pwɛlh
봼,bwaem,pwɛm
봽,bwaeb,pwɛp
봾,bwaebs,pwɛps
봿,bwaes,pwɛs
뵀,bwaess,pwɛs͈
뵁,bwaeng,pwɛŋ
뵂,bwaej,pwɛt͡ɕ
뵃,bwaech,pwɛt͡ɕʰ
뵄,bwaek,pwɛkʰ
뵅,bwaet,pwɛtʰ
뵆,bwaep,pwɛpʰ
뵇,bwaeh,pwɛh
뵈,boe,pwe
뵉,boeg,pwek
뵊,boegg,pwek͈
뵋,boegs,pweks
뵌,boen,pwen
뵍,boenj,pwenɟ
뵎,boenh,pwenh
뵏,boed,pwet
뵐,boel,pweɾ
뵑,boelg,pwelg
뵒,boelm,pwelm
뵓,boelb,pwelb
뵔,boels,pwels
뵕,boelt,pweltʰ
뵖,boelp,pwelpʰ
뵗,boelh,pwelh
뵘,boem,pwem
뵙,boeb,pwep
뵚,boebs,pweps
뵛,boes,pwes
뵜,boess,pwes͈
뵝,boeng,pweŋ
뵞,boej,pwet͡ɕ
뵟,boech,pwet͡ɕʰ
뵠,boek,pwekʰ
뵡,boet,pwetʰ
뵢,boep,pwepʰ
뵣,boeh,pweh
뵤,byo,pjo
뵥,byog,pjok
뵦,byogg,pjok͈
뵧,byogs,pjoks
뵨,byon,pjon
뵩,byonj,pjonɟ
뵪,byonh,pjonh
뵫,byod,pjot
뵬,byol,pjoɾ
뵭,byolg,pjolg
뵮,byolm,pjolm
뵯,byolb,pjolb
뵰,byols,pjols
뵱,byolt,pjoltʰ
뵲,byolp,pjolpʰ
뵳,byolh,pjolh
뵴,byom,pjom
뵵,byob,pjop
뵶,byobs,pjops
뵷,byos,pjos
뵸,byoss,pjos͈
뵹,byong,pjoŋ
뵺,byoj,pjot͡ɕ
뵻,byoch,pjot͡ɕʰ
뵼,byok,pjokʰ
뵽,byot,pjotʰ
뵾,byop,pjopʰ
뵿,byoh,pjoh
부,bu,pu
북,bug,puk
붂,bugg,puk͈
붃,bugs,puks
분,bun,pun
붅,bunj,punɟ
붆,bunh,punh
붇,bud,put
불,bul,puɾ
붉,bulg,pulg
붊,bulm,pulm
붋,bulb,pulb
붌,buls,puls
붍,bult,pultʰ
붎,bulp,pulpʰ
붏,bulh,pulh
붐,bum,pum
붑,bub,pup
붒,bubs,pups
붓,bus,pus
붔,buss,pus͈
붕,bung,puŋ
붖,buj,put͡ɕ
붗,buch,put͡ɕʰ
붘,buk,pukʰ
붙,but,putʰ
붚,bup,pupʰ
붛,buh,puh
붜,bweo,pwʌ
붝,bweog,pwʌk
붞,bweogg,pwʌk͈
붟,bweogs,pwʌks
붠,bweon,pwʌn
붡,bweonj,pwʌnɟ
붢,bweonh,pwʌnh
붣,bweod,pwʌt
붤,bweol,pwʌɾ
붥,bweolg,pwʌlg
붦,bweolm,pwʌlm
붧,bweolb,pwʌlb
붨,bweols,pwʌls
붩,bweolt,pwʌltʰ
붪,bweolp,pwʌlpʰ
붫,bweolh,pwʌlh
붬,bweom,pwʌm
붭,bweob,pwʌp
붮,bweobs,pwʌps
붯,bweos,pwʌs
붰,bweoss,pwʌs͈
붱,bweong,pwʌŋ
붲,bweoj,pwʌt͡ɕ
붳,bweoch,pwʌt͡ɕʰ
붴,bweok,pwʌkʰ
붵,bweot,pwʌtʰ
붶,bweop,pwʌpʰ
붷,bweoh,pwʌh
붸,bwe,pwe
붹,bweg,pwek
붺,bwegg,pwek͈
붻,bwegs,pweks
붼,bwen,pwen
붽,bwenj,pwenɟ
붾,bwenh,pwenh
붿,bwed,pwet
뷀,bwel,pweɾ
뷁,bwelg,pwelg
뷂,bwelm,pwelm
뷃,bwelb,pwelb
뷄,bwels,pwels
뷅,bwelt,pweltʰ
뷆,bwelp,pwelpʰ
뷇,bwelh,pwelh
뷈,bwem,pwem
뷉,bweb,pwep
뷊,bwebs,pweps
뷋,bwes,pwes
뷌,bwess,pwes͈
뷍,bweng,pweŋ
뷎,bwej,pwet͡ɕ
뷏,bwech,pwet͡ɕʰ
뷐,bwek,pwekʰ
뷑,bwet,pwetʰ
뷒,bwep,pwepʰ
뷓,bweh,pweh
뷔,bwi,pwi
뷕,bwig,pwik
뷖,bwigg,pwik͈
뷗,bwigs,pwiks
뷘,bwin,pwin
뷙,bwinj,pwinɟ
뷚,bwinh,pwinh
뷛,bwid,pwit
뷜,bwil,pwiɾ
뷝,bwilg,pwilg
뷞,bwilm,pwilm
뷟,bwilb,pwilb
뷠,bwils,pwils
뷡,bwilt,pwiltʰ
뷢,bwilp,pwilpʰ
뷣,bwilh,pwilh
뷤,bwim,pwim
뷥,bwib,pwip
뷦,bwibs,pwips
뷧,bwis,pwis
뷨,bwiss,pwis͈
뷩,bwing,pwiŋ
뷪,bwij,pwit͡ɕ
뷫,bwich,pwit͡ɕʰ
뷬,bwik,pwikʰ
뷭,bwit,pwitʰ
뷮,bwip,pwipʰ
뷯,bwih,pwih
뷰,byu,pju
뷱,byug,pjuk
뷲,byugg,pjuk͈
뷳,byugs,pjuks
뷴,byun,pjun
뷵,byunj,pjunɟ
뷶,byunh,pjunh
뷷,byud,pjut
뷸,byul,pjuɾ
뷹,byulg,pjulg
뷺,byulm,pjulm
뷻,byulb,pjulb
뷼,byuls,pjuls
뷽,byult,pjultʰ
뷾,byulp,pjulpʰ
뷿,byulh,pjulh
븀,byum,pjum
븁,byub,pjup
븂,byubs,pjups
븃,byus,pjus
븄,byuss,pjus͈
븅,byung,pjuŋ
븆,byuj,pjut͡ɕ
븇,byuch,pjut͡ɕʰ
븈,byuk,pjukʰ
븉,byut,pjutʰ
븊,byup,pjupʰ
븋,byuh,pjuh
브,beu,pɨ
븍,beug,pɨk
븎,beugg,pɨk͈
븏,beugs,pɨks
븐,beun,pɨn
븑,beunj,pɨnɟ
븒,beunh,pɨnh
븓,beud,pɨt
블,beul,pɨɾ
븕,beulg,pɨlg
븖,beulm,pɨlm
븗,beulb,pɨlb
븘,beuls,pɨls
븙,beult,pɨltʰ
븚,beulp,pɨlpʰ
븛,beulh,pɨlh
븜,beum,pɨm
븝,beub,pɨp
븞,beubs,pɨps
븟,beus,pɨs
븠,beuss,pɨs͈
븡,beung,pɨŋ
븢,beuj,pɨt͡ɕ
븣,beuch,pɨt͡ɕʰ
븤,beuk,pɨkʰ
븥,beut,pɨtʰ
븦,beup,pɨpʰ
븧,beuh,pɨh
븨,byi,pы
븩,byig,pыk
븪,byigg,pыk͈
븫,byigs,pыks
븬,byin,pыn
븭,byinj,pыnɟ
븮,byinh,pыnh
븯,byid,pыt
븰,byil,pыɾ
븱,byilg,pыlg
븲,byilm,pыlm
븳,byilb,pыlb
븴,byils,pыls
븵,byilt,pыltʰ
븶,byilp,pыlpʰ
븷,byilh,pыlh
븸,byim,pыm
븹,byib,pыp
븺,byibs,pыps
븻,byis,pыs
븼,byiss,pыs͈
븽,bying,pыŋ
븾,byij,pыt͡ɕ
븿,byich,pыt͡ɕʰ
빀,byik,pыkʰ
빁,byit,pыtʰ
빂,byip,pыpʰ
빃,byih,pыh
비,bi,pi
빅,big,pik
빆,bigg,pik͈
빇,bigs,piks
빈,bin,pin
빉,binj,pinɟ
빊,binh,pinh
빋,bid,pit
빌,bil,piɾ
빍,bilg,pilg
빎,bilm,pilm
빏,bilb,pilb
빐,bils,pils
빑,bilt,piltʰ
빒,bilp,pilpʰ
빓,bilh,pilh
빔,bim,pim
빕,bib,pip
빖,bibs,pips
빗,bis,pis
빘,biss,pis͈
빙,bing,piŋ
빚,bij,pit͡ɕ
빛,bich,pit͡ɕʰ
빜,bik,pikʰ
빝,bit,pitʰ
빞,bip,pipʰ
빟,bih,pih
빠,bba,p͈ɐ
빡,bbag,p͈ɐk
빢,bbagg,p͈ɐk͈
빣,bbags,p͈ɐks
빤,bban,p͈ɐn
빥,bbanj,p͈ɐnɟ
빦,bbanh,p͈ɐnh
빧,bbad,p͈ɐt
빨,bbal,p͈ɐɾ
빩,bbalg,p͈ɐlg
빪,bbalm,p͈ɐlm
빫,bbalb,p͈ɐlb
빬,bbals,p͈ɐls
빭,bbalt,p͈ɐltʰ
빮,bbalp,p͈ɐlpʰ
빯,bbalh,p͈ɐlh
빰,bbam,p͈ɐm
빱,bbab,p͈ɐp
빲,bbabs,p͈ɐps
빳,bbas,p͈ɐs
빴,bbass,p͈ɐs͈
빵,bbang,p͈ɐŋ
빶,bbaj,p͈ɐt͡ɕ
빷,bbach,p͈ɐt͡ɕʰ
빸,bbak,p͈ɐkʰ
빹,bbat,p͈ɐtʰ
빺,bbap,p͈ɐpʰ
빻,bbah,p͈ɐh
빼,bbae,p͈ɛ
